Selection,View,Channel,Begin.File,Begin.Time..s.,End Time (s),Low Freq (Hz)_x,High Freq (Hz)_x,Species.Code,Common.Name,Confidence,birdnetfile,site,bins,date,time,reviewer_1,reviewer_2,ID,sample_id,Low Freq (Hz)_y,High Freq (Hz)_y,File Offset (s),Delta Time (s),Annotation,label,segment_id,clip_id
870,Spectrogram 1,1,20230521_000000.WAV,16422,16425,0,15000,t-11031961,Coyote,0.6878,20230521_000000.BirdNET.selection.table.txt,BD-29431A,4,5/21/23,00:00:00,Amy,Camille,223,t-11031961_223_9sec,244.4,1815.8,2.779,2.7487,COYOTE,1,1,a
2548,Spectrogram 1,1,20230521_200000.WAV,6699,6702,0,15000,t-11031961,Coyote,0.5866,20230521_200000.BirdNET.selection.table.txt,BD-29638A,3,5/21/23,20:00:00,Ann,Rohit,224,t-11031961_224_9sec,,,,,,0,1,a
542,Spectrogram 1,1,20230525_000000.WAV,2058,2061,0,15000,t-11031961,Coyote,0.5808,20230525_000000.BirdNET.selection.table.txt,BD-29638A,3,5/25/23,00:00:00,Rohit,Camille,225,t-11031961_225_9sec,,,,,,0,1,a
2670,Spectrogram 1,1,20230521_200000.WAV,6930,6933,0,15000,t-11031961,Coyote,0.6622,20230521_200000.BirdNET.selection.table.txt,BD-29638A,4,5/21/23,20:00:00,Camille,Ann,226,t-11031961_226_9sec,,,,,,0,1,a
2504,Spectrogram 1,1,20230521_200000.WAV,6615,6618,0,15000,t-11031961,Coyote,0.5107,20230521_200000.BirdNET.selection.table.txt,BD-29638A,3,5/21/23,20:00:00,Diana,Rohit,227,t-11031961_227_9sec,,,,,,0,1,a
3185,Spectrogram 1,1,20230521_200000.WAV,7950,7953,0,15000,t-11031961,Coyote,0.5037,20230521_200000.BirdNET.selection.table.txt,BD-29638A,3,5/21/23,20:00:00,Ethan,Amy,228,t-11031961_228_9sec,,,,,,0,1,a
2827,Spectrogram 1,1,20230521_200000.WAV,7233,7236,0,15000,t-11031961,Coyote,0.5598,20230521_200000.BirdNET.selection.table.txt,BD-29638A,3,5/21/23,20:00:00,Amy,Camille,229,t-11031961_229_9sec,,,,,,0,1,a
3564,Spectrogram 1,1,20230524_000000.WAV,17712,17715,0,15000,t-11031961,Coyote,0.1213,20230524_000000.BirdNET.selection.table.txt,BD-29267A,1,5/24/23,00:00:00,Diana,Rohit,22,t-11031961_22_9sec,,,,,,0,1,a
2432,Spectrogram 1,1,20230521_200000.WAV,6471,6474,0,15000,t-11031961,Coyote,0.8134,20230521_200000.BirdNET.selection.table.txt,BD-29638A,5,5/21/23,20:00:00,Ann,Ethan,230,t-11031961_230_9sec,,,,,,0,1,a
2591,Spectrogram 1,1,20230521_200000.WAV,6783,6786,0,15000,t-11031961,Coyote,0.5596,20230521_200000.BirdNET.selection.table.txt,BD-29638A,3,5/21/23,20:00:00,Rohit,Ethan,231,t-11031961_231_9sec,,,,,,0,1,a
2998,Spectrogram 1,1,20230521_200000.WAV,7563,7566,0,15000,t-11031961,Coyote,0.6003,20230521_200000.BirdNET.selection.table.txt,BD-29638A,4,5/21/23,20:00:00,Camille,Ann,232,t-11031961_232_9sec,,,,,,0,1,a
3338,Spectrogram 1,1,20230521_200000.WAV,8271,8274,0,15000,t-11031961,Coyote,0.8009,20230521_200000.BirdNET.selection.table.txt,BD-29638A,5,5/21/23,20:00:00,Diana,Ethan,233,t-11031961_233_9sec,,,,,,0,1,a
294,Spectrogram 1,1,20230520_000000.WAV,3684,3687,0,15000,t-11031961,Coyote,0.5812,20230520_000000.BirdNET.selection.table.txt,BD-29638A,3,5/20/23,00:00:00,Ethan,Ann,234,t-11031961_234_9sec,,,,,,0,1,a
2700,Spectrogram 1,1,20230521_200000.WAV,6987,6990,0,15000,t-11031961,Coyote,0.7949,20230521_200000.BirdNET.selection.table.txt,BD-29638A,4,5/21/23,20:00:00,Amy,Camille,235,t-11031961_235_9sec,,,,,,0,1,a
2183,Spectrogram 1,1,20230521_200000.WAV,5943,5946,0,15000,t-11031961,Coyote,0.5773,20230521_200000.BirdNET.selection.table.txt,BD-29638A,3,5/21/23,20:00:00,Ann,Ethan,236,t-11031961_236_9sec,,,,,,0,1,a
2810,Spectrogram 1,1,20230526_200000.WAV,10206,10209,0,15000,t-11031961,Coyote,0.5203,20230526_200000.BirdNET.selection.table.txt,BD-29638A,3,5/26/23,20:00:00,Rohit,Diana,237,t-11031961_237_9sec,,,,,,0,1,a
1780,Spectrogram 1,1,20230521_200000.WAV,4947,4950,0,15000,t-11031961,Coyote,0.7923,20230521_200000.BirdNET.selection.table.txt,BD-29638A,4,5/21/23,20:00:00,Camille,Amy,238,t-11031961_238_9sec,,,,,,0,1,a
3284,Spectrogram 1,1,20230526_200000.WAV,13131,13134,0,15000,t-11031961,Coyote,0.603,20230526_200000.BirdNET.selection.table.txt,BD-29638A,4,5/26/23,20:00:00,Diana,Ethan,239,t-11031961_239_9sec,,,,,,0,1,a
8762,Spectrogram 1,1,20230524_000000.WAV,30384,30387,0,15000,t-11031961,Coyote,0.1001,20230524_000000.BirdNET.selection.table.txt,BD-29267A,1,5/24/23,00:00:00,Ethan,Amy,23,t-11031961_23_9sec,,,,,,0,1,a
3266,Spectrogram 1,1,20230521_200000.WAV,8118,8121,0,15000,t-11031961,Coyote,0.748,20230521_200000.BirdNET.selection.table.txt,BD-29638A,4,5/21/23,20:00:00,Ethan,Diana,240,t-11031961_240_9sec,,,,,,0,1,a
3090,Spectrogram 1,1,20230521_200000.WAV,7755,7758,0,15000,t-11031961,Coyote,0.5713,20230521_200000.BirdNET.selection.table.txt,BD-29638A,3,5/21/23,20:00:00,Amy,Diana,241,t-11031961_241_9sec,,,,,,0,1,a
983,Spectrogram 1,1,20230521_200000.WAV,2853,2856,0,15000,t-11031961,Coyote,0.6478,20230521_200000.BirdNET.selection.table.txt,BD-29638A,4,5/21/23,20:00:00,Ann,Rohit,242,t-11031961_242_9sec,,,,,,0,1,a
3488,Spectrogram 1,1,20230521_200000.WAV,8664,8667,0,15000,t-11031961,Coyote,0.5626,20230521_200000.BirdNET.selection.table.txt,BD-29638A,3,5/21/23,20:00:00,Rohit,Camille,243,t-11031961_243_9sec,,,,,,0,1,a
3921,Spectrogram 1,1,20230522_200000.WAV,9966,9969,0,15000,t-11031961,Coyote,0.5952,20230522_200000.BirdNET.selection.table.txt,BD-29638A,3,5/22/23,20:00:00,Camille,Diana,244,t-11031961_244_9sec,,,,,,0,1,a
1892,Spectrogram 1,1,20230521_200000.WAV,5277,5280,0,15000,t-11031961,Coyote,0.5099,20230521_200000.BirdNET.selection.table.txt,BD-29638A,3,5/21/23,20:00:00,Diana,Ethan,245,t-11031961_245_9sec,,,,,,0,1,a
3112,Spectrogram 1,1,20230521_200000.WAV,7812,7815,0,15000,t-11031961,Coyote,0.645,20230521_200000.BirdNET.selection.table.txt,BD-29638A,4,5/21/23,20:00:00,Ethan,Camille,246,t-11031961_246_9sec,,,,,,0,1,a
2595,Spectrogram 1,1,20230521_200000.WAV,6792,6795,0,15000,t-11031961,Coyote,0.6112,20230521_200000.BirdNET.selection.table.txt,BD-29638A,4,5/21/23,20:00:00,Amy,Ann,247,t-11031961_247_9sec,,,,,,0,1,a
3268,Spectrogram 1,1,20230521_200000.WAV,8121,8124,0,15000,t-11031961,Coyote,0.6513,20230521_200000.BirdNET.selection.table.txt,BD-29638A,4,5/21/23,20:00:00,Ann,Amy,248,t-11031961_248_9sec,,,,,,0,1,a
2493,Spectrogram 1,1,20230521_200000.WAV,6594,6597,0,15000,t-11031961,Coyote,0.5332,20230521_200000.BirdNET.selection.table.txt,BD-29638A,3,5/21/23,20:00:00,Rohit,Amy,249,t-11031961_249_9sec,,,,,,0,1,a
799,Spectrogram 1,1,20230525_000000.WAV,2970,2973,0,15000,t-11031961,Coyote,0.4097,20230525_000000.BirdNET.selection.table.txt,BD-29267A,3,5/25/23,00:00:00,Amy,Ethan,24,t-11031961_24_9sec,,,,,,0,1,a
2579,Spectrogram 1,1,20230521_200000.WAV,6759,6762,0,15000,t-11031961,Coyote,0.5682,20230521_200000.BirdNET.selection.table.txt,BD-29638A,3,5/21/23,20:00:00,Camille,Rohit,250,t-11031961_250_9sec,,,,,,0,1,a
777,Spectrogram 1,1,20230527_000000.WAV,1875,1878,0,15000,t-11031961,Coyote,0.6372,20230527_000000.BirdNET.selection.table.txt,BD-29638A,4,5/27/23,00:00:00,Diana,Camille,251,t-11031961_251_9sec,,,,,,0,1,a
4263,Spectrogram 1,1,20230522_200000.WAV,10785,10788,0,15000,t-11031961,Coyote,0.6397,20230522_200000.BirdNET.selection.table.txt,BD-29638A,4,5/22/23,20:00:00,Ethan,Amy,252,t-11031961_252_9sec,,,,,,0,1,a
2501,Spectrogram 1,1,20230521_200000.WAV,6609,6612,0,15000,t-11031961,Coyote,0.5069,20230521_200000.BirdNET.selection.table.txt,BD-29638A,3,5/21/23,20:00:00,Amy,Ann,253,t-11031961_253_9sec,,,,,,0,1,a
2215,Spectrogram 1,1,20230521_200000.WAV,6009,6012,0,15000,t-11031961,Coyote,0.638,20230521_200000.BirdNET.selection.table.txt,BD-29638A,4,5/21/23,20:00:00,Ann,Ethan,254,t-11031961_254_9sec,,,,,,0,1,a
1704,Spectrogram 1,1,20230526_000000.WAV,11145,11148,0,15000,t-11031961,Coyote,0.707,20230526_000000.BirdNET.selection.table.txt,BD-30162A,4,5/26/23,00:00:00,Rohit,Camille,255,t-11031961_255_9sec,,,,,,0,1,a
1840,Spectrogram 1,1,20230526_000000.WAV,11649,11652,0,15000,t-11031961,Coyote,0.7493,20230526_000000.BirdNET.selection.table.txt,BD-30162A,4,5/26/23,00:00:00,Camille,Ethan,256,t-11031961_256_9sec,,,,,,0,1,a
1701,Spectrogram 1,1,20230526_000000.WAV,11136,11139,0,15000,t-11031961,Coyote,0.5457,20230526_000000.BirdNET.selection.table.txt,BD-30162A,3,5/26/23,00:00:00,Diana,Amy,257,t-11031961_257_9sec,,,,,,0,1,a
1546,Spectrogram 1,1,20230526_000000.WAV,10575,10578,0,15000,t-11031961,Coyote,0.6896,20230526_000000.BirdNET.selection.table.txt,BD-30162A,4,5/26/23,00:00:00,Ethan,Amy,258,t-11031961_258_9sec,,,,,,0,1,a
2125,Spectrogram 1,1,20230526_000000.WAV,12627,12630,0,15000,t-11031961,Coyote,0.5137,20230526_000000.BirdNET.selection.table.txt,BD-30162A,3,5/26/23,00:00:00,Amy,Ethan,259,t-11031961_259_9sec,,,,,,0,1,a
8669,Spectrogram 1,1,20230525_000000.WAV,31323,31326,0,15000,t-11031961,Coyote,0.1096,20230525_000000.BirdNET.selection.table.txt,BD-29267A,1,5/25/23,00:00:00,Ann,Rohit,25,t-11031961_25_9sec,,,,,,0,1,a
2151,Spectrogram 1,1,20230527_000000.WAV,12525,12528,0,15000,t-11031961,Coyote,0.6286,20230527_000000.BirdNET.selection.table.txt,BD-30162A,4,5/27/23,00:00:00,Ann,Amy,260,t-11031961_260_9sec,,,,,,0,1,a
2391,Spectrogram 1,1,20230527_000000.WAV,13068,13071,0,15000,t-11031961,Coyote,0.6266,20230527_000000.BirdNET.selection.table.txt,BD-30162A,4,5/27/23,00:00:00,Rohit,Ann,261,t-11031961_261_9sec,,,,,,0,1,a
1096,Spectrogram 1,1,20230526_000000.WAV,9591,9594,0,15000,t-11031961,Coyote,0.6726,20230526_000000.BirdNET.selection.table.txt,BD-30175A,4,5/26/23,00:00:00,Camille,Rohit,262,t-11031961_262_9sec,,,,,,0,1,a
3131,Spectrogram 1,1,20230526_000000.WAV,20367,20370,0,15000,t-11031961,Coyote,0.5458,20230526_000000.BirdNET.selection.table.txt,BD-30175A,3,5/26/23,00:00:00,Diana,Ann,263,t-11031961_263_9sec,,,,,,0,1,a
4534,Spectrogram 1,1,20230526_000000.WAV,25485,25488,0,15000,t-11031961,Coyote,0.5743,20230526_000000.BirdNET.selection.table.txt,BD-30175A,3,5/26/23,00:00:00,Ethan,Rohit,264,t-11031961_264_9sec,,,,,,0,1,a
824,Spectrogram 1,1,20230520_000000.WAV,2796,2799,0,15000,t-11031961,Coyote,0.5151,20230520_000000.BirdNET.selection.table.txt,BD-30175A,3,5/20/23,00:00:00,Amy,Ethan,265,t-11031961_265_9sec,,,,,,0,1,a
2611,Spectrogram 1,1,20230526_000000.WAV,16791,16794,0,15000,t-11031961,Coyote,0.5544,20230526_000000.BirdNET.selection.table.txt,BD-30175A,3,5/26/23,00:00:00,Ann,Amy,266,t-11031961_266_9sec,,,,,,0,1,a
1856,Spectrogram 1,1,20230526_000000.WAV,13791,13794,0,15000,t-11031961,Coyote,0.7498,20230526_000000.BirdNET.selection.table.txt,BD-30175A,4,5/26/23,00:00:00,Rohit,Ann,267,t-11031961_267_9sec,,,,,,0,1,a
308,Spectrogram 1,1,20230527_000000.WAV,1788,1791,0,15000,t-11031961,Coyote,0.8156,20230527_000000.BirdNET.selection.table.txt,BD-30175A,5,5/27/23,00:00:00,Camille,Rohit,268,t-11031961_268_9sec,,,,,,0,1,a
1997,Spectrogram 1,1,20230525_000000.WAV,26889,26892,0,15000,t-11031961,Coyote,0.5962,20230525_000000.BirdNET.selection.table.txt,BD-30175A,3,5/25/23,00:00:00,Diana,Amy,269,t-11031961_269_9sec,,,,,,0,1,a
2767,Spectrogram 1,1,20230525_200000.WAV,13500,13503,0,15000,t-11031961,Coyote,0.9979,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Rohit,Camille,26,t-11031961_26_9sec,369.8,3191.7,4.247,2.3296,COYOTE,1,1,a
3774,Spectrogram 1,1,20230526_000000.WAV,22863,22866,0,15000,t-11031961,Coyote,0.8056,20230526_000000.BirdNET.selection.table.txt,BD-30175A,5,5/26/23,00:00:00,Ethan,Diana,270,t-11031961_270_9sec,,,,,,0,1,a
1913,Spectrogram 1,1,20230526_200000.WAV,9903,9906,0,15000,t-11031961,Coyote,0.533,20230526_200000.BirdNET.selection.table.txt,BD-30175A,3,5/26/23,20:00:00,Amy,Rohit,271,t-11031961_271_9sec,,,,,,0,1,a
5534,Spectrogram 1,1,20230526_000000.WAV,28854,28857,0,15000,t-11031961,Coyote,0.5173,20230526_000000.BirdNET.selection.table.txt,BD-30175A,3,5/26/23,00:00:00,Ann,Camille,272,t-11031961_272_9sec,,,,,,0,1,a
1683,Spectrogram 1,1,20230526_000000.WAV,13104,13107,0,15000,t-11031961,Coyote,0.5135,20230526_000000.BirdNET.selection.table.txt,BD-30175A,3,5/26/23,00:00:00,Rohit,Diana,273,t-11031961_273_9sec,,,,,,0,1,a
1309,Spectrogram 1,1,20230524_000000.WAV,27711,27714,0,15000,t-11031961,Coyote,0.6398,20230524_000000.BirdNET.selection.table.txt,BD-30175A,4,5/24/23,00:00:00,Camille,Ann,274,t-11031961_274_9sec,,,,,,0,1,a
769,Spectrogram 1,1,20230525_000000.WAV,12762,12765,0,15000,t-11031961,Coyote,0.8131,20230525_000000.BirdNET.selection.table.txt,BD-30175A,5,5/25/23,00:00:00,Diana,Ann,275,t-11031961_275_9sec,,,,,,0,1,a
2157,Spectrogram 1,1,20230526_000000.WAV,14901,14904,0,15000,t-11031961,Coyote,0.521,20230526_000000.BirdNET.selection.table.txt,BD-30175A,3,5/26/23,00:00:00,Ethan,Amy,276,t-11031961_276_9sec,,,,,,0,1,a
3566,Spectrogram 1,1,20230526_000000.WAV,22155,22158,0,15000,t-11031961,Coyote,0.6467,20230526_000000.BirdNET.selection.table.txt,BD-30175A,4,5/26/23,00:00:00,Amy,Ethan,277,t-11031961_277_9sec,,,,,,0,1,a
1379,Spectrogram 1,1,20230527_000000.WAV,6696,6699,0,15000,t-11031961,Coyote,0.6246,20230527_000000.BirdNET.selection.table.txt,BD-30175A,4,5/27/23,00:00:00,Ann,Diana,278,t-11031961_278_9sec,,,,,,0,1,a
3005,Spectrogram 1,1,20230526_000000.WAV,19419,19422,0,15000,t-11031961,Coyote,0.5001,20230526_000000.BirdNET.selection.table.txt,BD-30175A,3,5/26/23,00:00:00,Rohit,Camille,279,t-11031961_279_9sec,,,,,,0,1,a
8681,Spectrogram 1,1,20230526_000000.WAV,31674,31677,0,15000,t-11031961,Coyote,0.2702,20230526_000000.BirdNET.selection.table.txt,BD-29267A,2,5/26/23,00:00:00,Camille,Amy,27,t-11031961_27_9sec,,,,,,0,1,a
1931,Spectrogram 1,1,20230525_000000.WAV,26487,26490,0,15000,t-11031961,Coyote,0.6783,20230525_000000.BirdNET.selection.table.txt,BD-30175A,4,5/25/23,00:00:00,Camille,Amy,280,t-11031961_280_9sec,,,,,,0,1,a
1212,Spectrogram 1,1,20230526_000000.WAV,10431,10434,0,15000,t-11031961,Coyote,0.6,20230526_000000.BirdNET.selection.table.txt,BD-30175A,4,5/26/23,00:00:00,Diana,Amy,281,t-11031961_281_9sec,,,,,,0,1,a
2647,Spectrogram 1,1,20230526_000000.WAV,16938,16941,0,15000,t-11031961,Coyote,0.6399,20230526_000000.BirdNET.selection.table.txt,BD-30175A,4,5/26/23,00:00:00,Ethan,Camille,282,t-11031961_282_9sec,,,,,,0,1,a
1862,Spectrogram 1,1,20230520_000000.WAV,7698,7701,0,15000,t-11031961,Coyote,0.5007,20230520_000000.BirdNET.selection.table.txt,BD-30175A,3,5/20/23,00:00:00,Amy,Camille,283,t-11031961_283_9sec,,,,,,0,1,a
2919,Spectrogram 1,1,20230526_000000.WAV,19032,19035,0,15000,t-11031961,Coyote,0.5548,20230526_000000.BirdNET.selection.table.txt,BD-30175A,3,5/26/23,00:00:00,Ann,Rohit,284,t-11031961_284_9sec,,,,,,0,1,a
1840,Spectrogram 1,1,20230526_000000.WAV,24906,24909,0,15000,t-11031961,Coyote,0.6232,20230526_000000.BirdNET.selection.table.txt,BD-30175B,4,5/26/23,00:00:00,Rohit,Ethan,285,t-11031961_285_9sec,,,,,,0,1,a
2204,Spectrogram 1,1,20230526_000000.WAV,28647,28650,0,15000,t-11031961,Coyote,0.5143,20230526_000000.BirdNET.selection.table.txt,BD-30175B,3,5/26/23,00:00:00,Camille,Rohit,286,t-11031961_286_9sec,,,,,,0,1,a
1639,Spectrogram 1,1,20230526_000000.WAV,22239,22242,0,15000,t-11031961,Coyote,0.5331,20230526_000000.BirdNET.selection.table.txt,BD-30175B,3,5/26/23,00:00:00,Diana,Ann,287,t-11031961_287_9sec,,,,,,0,1,a
2187,Spectrogram 1,1,20230526_000000.WAV,28503,28506,0,15000,t-11031961,Coyote,0.912,20230526_000000.BirdNET.selection.table.txt,BD-30175B,5,5/26/23,00:00:00,Ethan,Rohit,288,t-11031961_288_9sec,,,,,,0,1,a
5008,Spectrogram 1,1,20230523_000000.WAV,18069,18072,0,15000,t-11031961,Coyote,0.5474,20230523_000000.BirdNET.selection.table.txt,BD-31164A,3,5/23/23,00:00:00,Amy,Diana,289,t-11031961_289_9sec,,,,,,0,1,a
3049,Spectrogram 1,1,20230527_000000.WAV,18027,18030,0,15000,t-11031961,Coyote,0.7777,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Diana,Ethan,28,t-11031961_28_9sec,374.2,4012.9,1.1058,3.0,COYOTE,1,1,a
3049,Spectrogram 1,1,20230527_000000.WAV,18027,18030,0,15000,t-11031961,Coyote,0.7777,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Diana,Ethan,28,t-11031961_28_9sec,374.2,4012.9,4.1058,3.0,COYOTE,1,1,b
3049,Spectrogram 1,1,20230527_000000.WAV,18027,18030,0,15000,t-11031961,Coyote,0.7777,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Diana,Ethan,28,t-11031961_28_9sec,374.2,4012.9,7.1058,1.7319000000000004,COYOTE,1,1,c
6492,Spectrogram 1,1,20230522_000000.WAV,18939,18942,0,15000,t-11031961,Coyote,0.6383,20230522_000000.BirdNET.selection.table.txt,BD-31164A,4,5/22/23,00:00:00,Ann,Amy,290,t-11031961_290_9sec,160.5,2487.4,2.0288,2.4995,COYOTE,1,1,a
5537,Spectrogram 1,1,20230523_000000.WAV,19350,19353,0,15000,t-11031961,Coyote,0.5451,20230523_000000.BirdNET.selection.table.txt,BD-31164A,3,5/23/23,00:00:00,Rohit,Ann,291,t-11031961_291_9sec,,,,,,0,1,a
6040,Spectrogram 1,1,20230522_000000.WAV,17721,17724,0,15000,t-11031961,Coyote,0.5273,20230522_000000.BirdNET.selection.table.txt,BD-31164A,3,5/22/23,00:00:00,Camille,Ann,292,t-11031961_292_9sec,,,,,,0,1,a
184,Spectrogram 1,1,20230520_000000.WAV,627,630,0,15000,t-11031961,Coyote,0.5295,20230520_000000.BirdNET.selection.table.txt,BD-31209A,3,5/20/23,00:00:00,Diana,Ann,293,t-11031961_293_9sec,,,,,,0,1,a
569,Spectrogram 1,1,20230520_000000.WAV,2202,2205,0,15000,t-11031961,Coyote,0.7013,20230520_000000.BirdNET.selection.table.txt,BD-31209A,4,5/20/23,00:00:00,Ethan,Amy,294,t-11031961_294_9sec,,,,,,0,1,a
1517,Spectrogram 1,1,20230520_000000.WAV,6084,6087,0,15000,t-11031961,Coyote,0.5104,20230520_000000.BirdNET.selection.table.txt,BD-31209A,3,5/20/23,00:00:00,Amy,Camille,295,t-11031961_295_9sec,,,,,,0,1,a
1200,Spectrogram 1,1,20230520_000000.WAV,4794,4797,0,15000,t-11031961,Coyote,0.5607,20230520_000000.BirdNET.selection.table.txt,BD-31209A,3,5/20/23,00:00:00,Ann,Rohit,296,t-11031961_296_9sec,,,,,,0,1,a
3300,Spectrogram 1,1,20230520_000000.WAV,12357,12360,0,15000,t-11031961,Coyote,0.6015,20230520_000000.BirdNET.selection.table.txt,BD-31209A,4,5/20/23,00:00:00,Rohit,Camille,297,t-11031961_297_9sec,,,,,,0,1,a
719,Spectrogram 1,1,20230520_000000.WAV,2919,2922,0,15000,t-11031961,Coyote,0.6632,20230520_000000.BirdNET.selection.table.txt,BD-31209A,4,5/20/23,00:00:00,Camille,Rohit,298,t-11031961_298_9sec,,,,,,0,1,a
729,Spectrogram 1,1,20230520_000000.WAV,2973,2976,0,15000,t-11031961,Coyote,0.5214,20230520_000000.BirdNET.selection.table.txt,BD-31209A,3,5/20/23,00:00:00,Diana,Ann,299,t-11031961_299_9sec,,,,,,0,1,a
337,Spectrogram 1,1,20230520_200000.WAV,1266,1269,0,15000,t-11031961,Coyote,0.1732,20230520_200000.BirdNET.selection.table.txt,BD-29267B,1,5/20/23,20:00:00,Ethan,Rohit,29,t-11031961_29_9sec,,,,,,0,1,a
76,Spectrogram 1,1,20230520_200000.WAV,882,885,0,15000,t-11031961,Coyote,0.1906,20230520_200000.BirdNET.selection.table.txt,BD-29050B,1,5/20/23,20:00:00,Rohit,Diana,2,t-11031961_2_9sec,,,,,,0,1,a
2923,Spectrogram 1,1,20230520_000000.WAV,11238,11241,0,15000,t-11031961,Coyote,0.5027,20230520_000000.BirdNET.selection.table.txt,BD-31209A,3,5/20/23,00:00:00,Ethan,Rohit,300,t-11031961_300_9sec,,,,,,0,1,a
1967,Spectrogram 1,1,20230520_000000.WAV,8073,8076,0,15000,t-11031961,Coyote,0.585,20230520_000000.BirdNET.selection.table.txt,BD-31209A,3,5/20/23,00:00:00,Amy,Ann,301,t-11031961_301_9sec,,,,,,0,1,a
2099,Spectrogram 1,1,20230520_000000.WAV,8589,8592,0,15000,t-11031961,Coyote,0.5859,20230520_000000.BirdNET.selection.table.txt,BD-31209A,3,5/20/23,00:00:00,Ann,Amy,302,t-11031961_302_9sec,,,,,,0,1,a
124,Spectrogram 1,1,20230527_200000.WAV,387,390,0,15000,t-11031961,Coyote,0.8148,20230527_200000.BirdNET.selection.table.txt,BD-31209B,5,5/27/23,20:00:00,Rohit,Camille,303,t-11031961_303_9sec,,,,,,0,1,a
3624,Spectrogram 1,1,20230520_000000.WAV,23781,23784,0,15000,t-11031961,Coyote,0.7378,20230520_000000.BirdNET.selection.table.txt,BD-31209B,4,5/20/23,00:00:00,Camille,Diana,304,t-11031961_304_9sec,77.8,2374.3,0.5787,3.0,COYOTE,1,1,a
3624,Spectrogram 1,1,20230520_000000.WAV,23781,23784,0,15000,t-11031961,Coyote,0.7378,20230520_000000.BirdNET.selection.table.txt,BD-31209B,4,5/20/23,00:00:00,Camille,Diana,304,t-11031961_304_9sec,77.8,2374.3,3.5787,1.1096000000000004,COYOTE,1,1,b
2138,Spectrogram 1,1,20230520_000000.WAV,8874,8877,0,15000,t-11031961,Coyote,0.514,20230520_000000.BirdNET.selection.table.txt,BD-32198A,3,5/20/23,00:00:00,Diana,Amy,305,t-11031961_305_9sec,,,,,,0,1,a
2688,Spectrogram 1,1,20230522_200000.WAV,8340,8343,0,15000,t-11031961,Coyote,0.5858,20230522_200000.BirdNET.selection.table.txt,BD-32198A,3,5/22/23,20:00:00,Ethan,Diana,306,t-11031961_306_9sec,,,,,,0,1,a
1108,Spectrogram 1,1,20230524_000000.WAV,3192,3195,0,15000,t-11031961,Coyote,0.584,20230524_000000.BirdNET.selection.table.txt,BD-32198A,3,5/24/23,00:00:00,Amy,Ethan,307,t-11031961_307_9sec,,,,,,0,1,a
2881,Spectrogram 1,1,20230524_000000.WAV,8952,8955,0,15000,t-11031961,Coyote,0.5153,20230524_000000.BirdNET.selection.table.txt,BD-32198A,3,5/24/23,00:00:00,Ann,Camille,308,t-11031961_308_9sec,,,,,,0,1,a
227,Spectrogram 1,1,20230525_000000.WAV,4170,4173,0,15000,t-11031961,Coyote,0.9479,20230525_000000.BirdNET.selection.table.txt,BD-32198B,5,5/25/23,00:00:00,Rohit,Ann,309,t-11031961_309_9sec,382.6,2852.2,0.3074,3.0,COYOTE,1,1,a
227,Spectrogram 1,1,20230525_000000.WAV,4170,4173,0,15000,t-11031961,Coyote,0.9479,20230525_000000.BirdNET.selection.table.txt,BD-32198B,5,5/25/23,00:00:00,Rohit,Ann,309,t-11031961_309_9sec,382.6,2852.2,3.3074,0.2008000000000001,COYOTE,1,1,b
227,Spectrogram 1,1,20230525_000000.WAV,4170,4173,0,15000,t-11031961,Coyote,0.9479,20230525_000000.BirdNET.selection.table.txt,BD-32198B,5,5/25/23,00:00:00,Rohit,Ann,309,t-11031961_309_9sec,347.8,2817.4,4.7054,2.5714,COYOTE,1,2,a
227,Spectrogram 1,1,20230525_000000.WAV,4170,4173,0,15000,t-11031961,Coyote,0.9479,20230525_000000.BirdNET.selection.table.txt,BD-32198B,5,5/25/23,00:00:00,Rohit,Ann,309,t-11031961_309_9sec,382.6,2608.7,8.2478,0.5574,COYOTE,1,3,a
2407,Spectrogram 1,1,20230524_000000.WAV,17424,17427,0,15000,t-11031961,Coyote,0.2607,20230524_000000.BirdNET.selection.table.txt,BD-29267B,2,5/24/23,00:00:00,Amy,Rohit,30,t-11031961_30_9sec,,,,,,0,1,a
223,Spectrogram 1,1,20230525_000000.WAV,4167,4170,0,15000,t-11031961,Coyote,0.8565,20230525_000000.BirdNET.selection.table.txt,BD-32198B,5,5/25/23,00:00:00,Camille,Ethan,310,t-11031961_310_9sec,341.1,2449.6,0.0434,0.4831,COYOTE,1,1,a
223,Spectrogram 1,1,20230525_000000.WAV,4167,4170,0,15000,t-11031961,Coyote,0.8565,20230525_000000.BirdNET.selection.table.txt,BD-32198B,5,5/25/23,00:00:00,Camille,Ethan,310,t-11031961_310_9sec,385.9,2797.4,3.2651,3.0,COYOTE,1,2,a
223,Spectrogram 1,1,20230525_000000.WAV,4167,4170,0,15000,t-11031961,Coyote,0.8565,20230525_000000.BirdNET.selection.table.txt,BD-32198B,5,5/25/23,00:00:00,Camille,Ethan,310,t-11031961_310_9sec,385.9,2797.4,6.2651,0.19200000000000017,COYOTE,1,2,b
